,fdc_id,data_type,description,food_category_id,publication_date
1716,2342476,survey_fndds_food,"Fish sandwich, grilled",,2022-10-28
1717,2342477,survey_fndds_food,Fish wrap sandwich,,2022-10-28
1718,2342478,survey_fndds_food,Sardine sandwich,,2022-10-28
1719,2342479,survey_fndds_food,Tuna salad sandwich on white,,2022-10-28
1720,2342480,survey_fndds_food,"Tuna salad sandwich on white, with cheese",,2022-10-28
1721,2342481,survey_fndds_food,Tuna salad sandwich on wheat,,2022-10-28
1722,2342482,survey_fndds_food,"Tuna salad sandwich on wheat, with cheese",,2022-10-28
1723,2342483,survey_fndds_food,Tuna salad sandwich wrap,,2022-10-28
1724,2342484,survey_fndds_food,Seafood salad sandwich,,2022-10-28
1725,2342485,survey_fndds_food,Bologna sandwich on white,,2022-10-28
1726,2342486,survey_fndds_food,"Bologna sandwich on white, with cheese",,2022-10-28
1727,2342487,survey_fndds_food,Bologna sandwich on wheat,,2022-10-28
1728,2342488,survey_fndds_food,"Bologna sandwich on wheat, with cheese",,2022-10-28
1730,2342490,survey_fndds_food,Pig in a blanket,,2022-10-28
1731,2342491,survey_fndds_food,Salami sandwich on white,,2022-10-28
1732,2342492,survey_fndds_food,"Salami sandwich on white, with cheese",,2022-10-28
1733,2342493,survey_fndds_food,Salami sandwich on wheat,,2022-10-28
1734,2342494,survey_fndds_food,"Salami sandwich on wheat, with cheese",,2022-10-28
1735,2342495,survey_fndds_food,Italian sandwich on white,,2022-10-28
1736,2342496,survey_fndds_food,Italian sandwich on wheat,,2022-10-28
1738,2342498,survey_fndds_food,Italian sausage sandwich on white,,2022-10-28
1739,2342499,survey_fndds_food,Italian sausage sandwich on wheat,,2022-10-28
1740,2342500,survey_fndds_food,Spam sandwich,,2022-10-28
1741,2342501,survey_fndds_food,"Hot dog sandwich, NFS, on white bun",,2022-10-28
1742,2342502,survey_fndds_food,"Hot dog sandwich, NFS, on wheat bun",,2022-10-28
1743,2342503,survey_fndds_food,"Hot dog sandwich, NFS, on white bread",,2022-10-28
1744,2342504,survey_fndds_food,"Hot dog sandwich, NFS, on wheat bread",,2022-10-28
1745,2342505,survey_fndds_food,"Hot dog sandwich, beef, on white bun",,2022-10-28
1746,2342506,survey_fndds_food,"Hot dog sandwich, beef, on wheat bun",,2022-10-28
1747,2342507,survey_fndds_food,"Hot dog sandwich, beef, on white bread",,2022-10-28
1748,2342508,survey_fndds_food,"Hot dog sandwich, beef, on wheat bread",,2022-10-28
1749,2342509,survey_fndds_food,"Hot dog sandwich, meat and poultry, on white bun",,2022-10-28
1750,2342510,survey_fndds_food,"Hot dog sandwich, meat and poultry, on wheat bun",,2022-10-28
1751,2342511,survey_fndds_food,"Hot dog sandwich, meat and poultry, on white bread",,2022-10-28
1752,2342512,survey_fndds_food,"Hot dog sandwich, meat and poultry, on wheat bread",,2022-10-28
1753,2342513,survey_fndds_food,"Hot dog sandwich, turkey, on white bun",,2022-10-28
1754,2342514,survey_fndds_food,"Hot dog sandwich, turkey, on wheat bun",,2022-10-28
1755,2342515,survey_fndds_food,"Hot dog sandwich, turkey, on white bread",,2022-10-28
1756,2342516,survey_fndds_food,"Hot dog sandwich, turkey, on wheat bread",,2022-10-28
1757,2342517,survey_fndds_food,"Hot dog sandwich, reduced fat, on white bun",,2022-10-28
1758,2342518,survey_fndds_food,"Hot dog sandwich, reduced fat, on wheat bun",,2022-10-28
1759,2342519,survey_fndds_food,"Hot dog sandwich, reduced fat, on white bread",,2022-10-28
1760,2342520,survey_fndds_food,"Hot dog sandwich, reduced fat, on wheat bread",,2022-10-28
1761,2342521,survey_fndds_food,"Hot dog sandwich, vegetarian, on bun",,2022-10-28
1762,2342522,survey_fndds_food,"Hot dog sandwich, vegetarian, on bread",,2022-10-28
1763,2342523,survey_fndds_food,"Chili hot dog sandwich, on white bun",,2022-10-28
1764,2342524,survey_fndds_food,"Chili hot dog sandwich, on wheat bun",,2022-10-28
1765,2342525,survey_fndds_food,"Chili hot dog sandwich, on white bread",,2022-10-28
1766,2342526,survey_fndds_food,"Chili hot dog sandwich, on wheat bread",,2022-10-28
1767,2342527,survey_fndds_food,Multiple meat sandwich on white,,2022-10-28
1768,2342528,survey_fndds_food,"Multiple meat sandwich on white, with cheese",,2022-10-28
1769,2342529,survey_fndds_food,Multiple meat sandwich on wheat,,2022-10-28
1770,2342530,survey_fndds_food,"Multiple meat sandwich on wheat, with cheese",,2022-10-28
1773,2342533,survey_fndds_food,Multiple meat sandwich wrap,,2022-10-28
1774,2342534,survey_fndds_food,Turkey and ham sandwich on white,,2022-10-28
1775,2342535,survey_fndds_food,"Turkey and ham sandwich on white, with cheese",,2022-10-28
1776,2342536,survey_fndds_food,Turkey and ham sandwich on wheat,,2022-10-28
1777,2342537,survey_fndds_food,"Turkey and ham sandwich on wheat, with cheese",,2022-10-28
1780,2342540,survey_fndds_food,"Frozen dinner, NFS",,2022-10-28
1781,2342541,survey_fndds_food,"Beef dinner, NFS, frozen meal",,2022-10-28
1782,2342542,survey_fndds_food,"Beef with vegetable, diet frozen meal",,2022-10-28
1783,2342543,survey_fndds_food,"Salisbury steak dinner, NFS, frozen meal",,2022-10-28
1784,2342544,survey_fndds_food,"Salisbury steak with gravy, potatoes, vegetable, frozen meal",,2022-10-28
1785,2342545,survey_fndds_food,"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal",,2022-10-28
1786,2342546,survey_fndds_food,"Salisbury steak with gravy, macaroni and cheese, frozen meal",,2022-10-28
1787,2342547,survey_fndds_food,"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",,2022-10-28
1788,2342548,survey_fndds_food,"Meatballs, Swedish, in gravy, with noodles, diet frozen meal",,2022-10-28
1790,2342550,survey_fndds_food,"Chicken dinner, NFS, frozen meal",,2022-10-28
1791,2342551,survey_fndds_food,"Chicken, fried, with potatoes, vegetable, frozen meal",,2022-10-28
1794,2342554,survey_fndds_food,"Teriyaki chicken with rice and vegetable, diet frozen meal",,2022-10-28
1795,2342555,survey_fndds_food,"Chicken with rice and vegetable, diet frozen meal",,2022-10-28
1796,2342556,survey_fndds_food,"Chicken and vegetables au gratin with rice, diet frozen entree",,2022-10-28
1797,2342557,survey_fndds_food,"Chicken and vegetable entree with rice, diet frozen meal",,2022-10-28
1798,2342558,survey_fndds_food,"Chicken with noodles and cheese sauce, diet frozen meal",,2022-10-28
1799,2342559,survey_fndds_food,"Chicken and vegetable entree with noodles, diet frozen meal",,2022-10-28
1800,2342560,survey_fndds_food,"Chicken in soy-based sauce, rice and vegetables, frozen meal",,2022-10-28
1801,2342561,survey_fndds_food,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",,2022-10-28
1802,2342562,survey_fndds_food,"Turkey with vegetable, stuffing, diet frozen meal",,2022-10-28
1803,2342563,survey_fndds_food,"Turkey with gravy, dressing, potatoes, vegetable, frozen meal",,2022-10-28
1804,2342564,survey_fndds_food,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",,2022-10-28
1805,2342565,survey_fndds_food,"Shrimp and vegetables in sauce with noodles, diet frozen meal",,2022-10-28
1806,2342566,survey_fndds_food,"Meat loaf dinner, NFS, frozen meal",,2022-10-28
1807,2342567,survey_fndds_food,"Meat loaf with potatoes, vegetable, frozen meal",,2022-10-28
1809,2342569,survey_fndds_food,Oxtail soup,,2022-10-28
1810,2342570,survey_fndds_food,"Beef broth, without tomato, home recipe",,2022-10-28
1811,2342571,survey_fndds_food,"Meatball soup, home recipe, Mexican style",,2022-10-28
1812,2342572,survey_fndds_food,Pho,,2022-10-28
1813,2342573,survey_fndds_food,Pepperpot soup,,2022-10-28
1814,2342574,survey_fndds_food,"Menudo soup, home recipe",,2022-10-28
1816,2342576,survey_fndds_food,"Beef vegetable soup, home recipe, Mexican style",,2022-10-28
1818,2342578,survey_fndds_food,Italian Wedding Soup,,2022-10-28
1826,2342586,survey_fndds_food,Sweet and sour soup,,2022-10-28
1836,2342596,survey_fndds_food,Hot and sour soup,,2022-10-28
1840,2342600,survey_fndds_food,Fish chowder,,2022-10-28
1842,2342602,survey_fndds_food,"Clam chowder, Manhattan",,2022-10-28
1843,2342603,survey_fndds_food,"Fish and vegetable soup, no potatoes, Mexican style",,2022-10-28
1844,2342604,survey_fndds_food,"Codfish, rice, and vegetable soup, Puerto Rican style",,2022-10-28
1846,2342606,survey_fndds_food,"Clam chowder, New England, prepared with milk",,2022-10-28
1847,2342607,survey_fndds_food,"Clam chowder, New England, prepared with water",,2022-10-28
1849,2342609,survey_fndds_food,Lobster bisque,,2022-10-28
1850,2342610,survey_fndds_food,Lobster gumbo,,2022-10-28
1852,2342612,survey_fndds_food,"Shrimp soup, cream of, prepared with milk",,2022-10-28
1853,2342613,survey_fndds_food,Shrimp gumbo,,2022-10-28
1855,2342615,survey_fndds_food,"Seafood soup with potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy",,2022-10-28
1857,2342617,survey_fndds_food,"Seafood soup with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes",,2022-10-28
1858,2342618,survey_fndds_food,"Meat broth, Puerto Rican style",,2022-10-28
1859,2342619,survey_fndds_food,"Gravy, poultry",,2022-10-28
1860,2342620,survey_fndds_food,"Gravy, beef",,2022-10-28
1861,2342621,survey_fndds_food,"Gravy, beef, fat free",,2022-10-28
1862,2342622,survey_fndds_food,"Gravy, poultry, fat free",,2022-10-28
1863,2342623,survey_fndds_food,"Gravy, made with soy sauce",,2022-10-28
1864,2342624,survey_fndds_food,"Gravy, NFS",,2022-10-28
1865,2342625,survey_fndds_food,Oyster sauce,,2022-10-28
1866,2342626,survey_fndds_food,Mole sauce,,2022-10-28
1867,2342627,survey_fndds_food,"Egg, whole, raw",,2022-10-28
1868,2342628,survey_fndds_food,"Egg, whole, cooked, NS as to cooking method",,2022-10-28
1870,2342630,survey_fndds_food,"Egg, whole, fried, NS as to fat",,2022-10-28
1871,2342631,survey_fndds_food,"Egg, whole, fried no added fat",,2022-10-28
1872,2342632,survey_fndds_food,"Egg, whole, fried with margarine",,2022-10-28
1873,2342633,survey_fndds_food,"Egg, whole, fried with oil",,2022-10-28
1874,2342634,survey_fndds_food,"Egg, whole, fried with butter",,2022-10-28
1876,2342636,survey_fndds_food,"Egg, whole, fried with cooking spray",,2022-10-28
1877,2342637,survey_fndds_food,"Egg, whole, fried, NS as to fat type",,2022-10-28
1878,2342638,survey_fndds_food,"Egg, whole, fried, from fast food / restaurant",,2022-10-28
1879,2342639,survey_fndds_food,"Egg, whole, baked, NS as to fat",,2022-10-28
1880,2342640,survey_fndds_food,"Egg, whole, baked, no added fat",,2022-10-28
1881,2342641,survey_fndds_food,"Egg, whole, baked, fat added",,2022-10-28
1882,2342642,survey_fndds_food,"Egg, whole, pickled",,2022-10-28
1883,2342643,survey_fndds_food,"Egg, white only, raw",,2022-10-28
1884,2342644,survey_fndds_food,"Egg, white, cooked, NS as to fat",,2022-10-28
1885,2342645,survey_fndds_food,"Egg, white, cooked, no added fat",,2022-10-28
1886,2342646,survey_fndds_food,"Egg, white, cooked, fat added",,2022-10-28
1887,2342647,survey_fndds_food,"Egg, yolk only, raw",,2022-10-28
1888,2342648,survey_fndds_food,"Egg, yolk only, cooked, NS as to fat",,2022-10-28
1889,2342649,survey_fndds_food,"Egg, yolk only, cooked, no added fat",,2022-10-28
1890,2342650,survey_fndds_food,"Egg, yolk only, cooked, fat added",,2022-10-28
1891,2342651,survey_fndds_food,"Duck egg, cooked",,2022-10-28
1892,2342652,survey_fndds_food,"Goose egg, cooked",,2022-10-28
1893,2342653,survey_fndds_food,"Quail egg, canned",,2022-10-28
1894,2342654,survey_fndds_food,"Egg, creamed",,2022-10-28
1895,2342655,survey_fndds_food,"Egg, Benedict",,2022-10-28
1896,2342656,survey_fndds_food,"Egg, deviled",,2022-10-28
1897,2342657,survey_fndds_food,"Egg salad, made with mayonnaise",,2022-10-28
1898,2342658,survey_fndds_food,"Egg salad, made with light mayonnaise",,2022-10-28
1899,2342659,survey_fndds_food,"Egg salad, made with mayonnaise-type salad dressing",,2022-10-28
1900,2342660,survey_fndds_food,"Egg salad, made with light mayonnaise-type salad dressing",,2022-10-28
1901,2342661,survey_fndds_food,"Egg salad, made with creamy dressing",,2022-10-28
1902,2342662,survey_fndds_food,"Egg salad, made with light creamy dressing",,2022-10-28
1903,2342663,survey_fndds_food,"Egg salad, made with Italian dressing",,2022-10-28
1904,2342664,survey_fndds_food,"Egg salad, made with light Italian dressing",,2022-10-28
1905,2342665,survey_fndds_food,"Egg Salad, made with any type of fat free dressing",,2022-10-28
1906,2342666,survey_fndds_food,Huevos rancheros,,2022-10-28
1907,2342667,survey_fndds_food,"Egg casserole with bread, cheese, milk and meat",,2022-10-28
1908,2342668,survey_fndds_food,"Egg foo yung, NFS",,2022-10-28
1909,2342669,survey_fndds_food,Chicken egg foo yung,,2022-10-28
1911,2342671,survey_fndds_food,Shrimp egg foo yung,,2022-10-28
1912,2342672,survey_fndds_food,Beef egg foo yung,,2022-10-28
1995,2342755,survey_fndds_food,Egg salad sandwich on white,,2022-10-28
1996,2342756,survey_fndds_food,Egg salad sandwich on wheat,,2022-10-28
1997,2342757,survey_fndds_food,Egg drop soup,,2022-10-28
2012,2342772,survey_fndds_food,Meringues,,2022-10-28
2022,2342782,survey_fndds_food,Egg sandwich on white bread,,2022-10-28
2023,2342783,survey_fndds_food,"Egg sandwich on white bread, with cheese",,2022-10-28
2024,2342784,survey_fndds_food,"Egg sandwich on white bread, with meat",,2022-10-28
2025,2342785,survey_fndds_food,"Egg sandwich on white bread, with meat and cheese",,2022-10-28
2026,2342786,survey_fndds_food,Egg sandwich on wheat bread,,2022-10-28
2027,2342787,survey_fndds_food,"Egg sandwich on wheat bread, with cheese",,2022-10-28
2028,2342788,survey_fndds_food,"Egg sandwich on wheat bread, with meat",,2022-10-28
2029,2342789,survey_fndds_food,"Egg sandwich on wheat bread, with meat and cheese",,2022-10-28
2030,2342790,survey_fndds_food,Egg sandwich on English muffin,,2022-10-28
2031,2342791,survey_fndds_food,"Egg sandwich on English muffin, with sausage",,2022-10-28
2032,2342792,survey_fndds_food,"Egg sandwich on English muffin, with bacon",,2022-10-28
2033,2342793,survey_fndds_food,"Egg sandwich on English muffin, with ham",,2022-10-28
2034,2342794,survey_fndds_food,Egg sandwich on croissant,,2022-10-28
2035,2342795,survey_fndds_food,"Egg sandwich on croissant, with sausage",,2022-10-28
2036,2342796,survey_fndds_food,"Egg sandwich on croissant, with bacon",,2022-10-28
2037,2342797,survey_fndds_food,"Egg sandwich on croissant, with ham",,2022-10-28
2038,2342798,survey_fndds_food,Egg sandwich on biscuit,,2022-10-28
2039,2342799,survey_fndds_food,"Egg sandwich on biscuit, with sausage",,2022-10-28
2040,2342800,survey_fndds_food,"Egg sandwich on biscuit, with sausage and cheese",,2022-10-28
2041,2342801,survey_fndds_food,"Egg sandwich on biscuit, with bacon",,2022-10-28
2042,2342802,survey_fndds_food,"Egg sandwich on biscuit, with bacon and cheese",,2022-10-28
2043,2342803,survey_fndds_food,Egg sandwich on bagel,,2022-10-28
2044,2342804,survey_fndds_food,"Egg sandwich on bagel, with sausage",,2022-10-28
2045,2342805,survey_fndds_food,"Egg sandwich on bagel, with bacon",,2022-10-28
2046,2342806,survey_fndds_food,"Egg sandwich on bagel, with ham",,2022-10-28
2047,2342807,survey_fndds_food,Egg sandwich on griddle/pancake,,2022-10-28
2048,2342808,survey_fndds_food,"Egg sandwich on griddle/pancake, with meat",,2022-10-28
2049,2342809,survey_fndds_food,Egg white sandwich,,2022-10-28
2050,2342810,survey_fndds_food,"Egg white sandwich, with cheese",,2022-10-28
2051,2342811,survey_fndds_food,"Egg white sandwich, with meat",,2022-10-28
2052,2342812,survey_fndds_food,Bacon biscuit sandwich,,2022-10-28
2053,2342813,survey_fndds_food,Ham biscuit sandwich,,2022-10-28
2054,2342814,survey_fndds_food,Sausage biscuit sandwich,,2022-10-28
2055,2342815,survey_fndds_food,"Sausage biscuit sandwich, with cheese",,2022-10-28
2056,2342816,survey_fndds_food,Sausage English muffin sandwich,,2022-10-28
2057,2342817,survey_fndds_food,Sausage griddle/pancake sandwich,,2022-10-28
2058,2342818,survey_fndds_food,Egg burrito,,2022-10-28
2059,2342819,survey_fndds_food,"Egg burrito, with sausage",,2022-10-28
2060,2342820,survey_fndds_food,"Egg burrito, with bacon",,2022-10-28
2061,2342821,survey_fndds_food,"Egg burrito, with ham",,2022-10-28
2062,2342822,survey_fndds_food,"Beans, NFS",,2022-10-28
2063,2342823,survey_fndds_food,"Beans, from dried, NS as to type, fat added",,2022-10-28
2064,2342824,survey_fndds_food,"Beans, from dried, NS as to type, no added fat",,2022-10-28
2065,2342825,survey_fndds_food,"Beans, from canned, NS as to type, fat added",,2022-10-28
2066,2342826,survey_fndds_food,"Beans, from canned, NS as to type, no added fat",,2022-10-28
2067,2342827,survey_fndds_food,"Beans, from fast food / restaurant, NS as to type",,2022-10-28
2068,2342828,survey_fndds_food,"White beans, NFS",,2022-10-28
2069,2342829,survey_fndds_food,"White beans, from dried, fat added",,2022-10-28
2070,2342830,survey_fndds_food,"White beans, from dried, no added fat",,2022-10-28
2071,2342831,survey_fndds_food,"White beans, from canned, fat added",,2022-10-28
2072,2342832,survey_fndds_food,"White beans, from canned, no added fat",,2022-10-28
2073,2342833,survey_fndds_food,"White beans, from canned, reduced sodium",,2022-10-28
2074,2342834,survey_fndds_food,"Black beans, NFS",,2022-10-28
2075,2342835,survey_fndds_food,"Black beans, from dried, fat added",,2022-10-28
2076,2342836,survey_fndds_food,"Black beans, from dried, no added fat",,2022-10-28
2077,2342837,survey_fndds_food,"Black beans, from canned, fat added",,2022-10-28
2078,2342838,survey_fndds_food,"Black beans, from canned, no added fat",,2022-10-28
2079,2342839,survey_fndds_food,"Black beans, from canned, reduced sodium",,2022-10-28
